image_path,caption,split
3324375078_9441f72898.jpg,Three dogs are in the snow .,train
3604391853_b4809fcb8c.jpg,A man is lying in the grass with his arms outstretched .,train
3174431688_ae84778db0.jpg,Two people wearing black are standing in front of a lit up statue .,train
2699125097_c6801d80ed.jpg,An older man with his nipples peirced stands shirtless .,train
2097398349_ff178b3f1b.jpg,A man stands on the snow near the mountains .,train
3671851846_60c25269df.jpg,A woman holds a dog while another dog stands nearby in a field .,train
2646540383_343e1ec9a4.jpg,a boy jumps onto a inflatable water slide,train
3305767464_d64a336f60.jpg,A boy in a headband plays drums .,train
900144365_03cd1899e3.jpg,Runners who are competing sprint down the street .,train
2063277300_f7ff476914.jpg,A little girl in stripped tights lays on the laps of a little girl and boy .,train
3632047678_f202609e50.jpg,a group of several people sitting on the floor inside of a building,train
1932161768_996eadac87.jpg,A white terrior is jumping over a log .,train
3596428453_8cfdec4869.jpg,A jogger wears a robot hat .,train
3322200641_c2e51ff37b.jpg,A black dog leaps in the air above the snow .,train
3710050559_f6f12760fe.jpg,A baby boy cries while sitting in the grass at the park .,train
3578068665_87bdacef6a.jpg,A white car and a yellow car race down the track .,train
1368383637_614646cc4a.jpg,People stand in corridor looking from balcony as another person walks dog,train
3293945284_6a04e477a9.jpg,A group of people are standing in a field flying kites .,train
522486784_978021d537.jpg,Two dogs are playing together outside .,train
2561319255_ce5ede291e.jpg,A girl is jumping in the air while holding an orange and white guitar .,train
3501313414_ae865b6fdf.jpg,A dog jumps over a wire fence in a dry grassland .,train
1904112245_549e47c8aa.jpg,A grey colored dog is licking a fallen tree in the forest .,train
2150564996_d173a506d7.jpg,A young boy in a white shirt in a field,train
2479180530_7ebba2d8bf.jpg,a dog is running across the sand with a stick in its mouth .,train
478754346_addb53893c.jpg,A dirt bike rider rides off of a jump .,train
101669240_b2d3e7f17b.jpg,A person wearing skis looking at framed pictures set up in the snow .,train
899810584_61e1578d3f.jpg,A man is climbing up a very large rock .,train
3398746625_5199beea71.jpg,A man does a handstand in the sand .,train
3377117696_af91f13058.jpg,A man is in the air upside-down in the snow .,train
3079917032_3cfacb2fd7.jpg,A woman in a red sweater walks past two younger women who are chatting .,train
2971298546_dd595cf297.jpg,A runner is running past an outdoor flower stall .,train
3380364224_2626d9d354.jpg,A snowboarder in a white coat in the air after a jump .,train
2726301121_95a2fbd22b.jpg,The woman in the tank top has a tattoo on her arm .,train
3728015645_b43a60258b.jpg,A young man is skateboarding on a ramp and is standing on one arm .,train
2578395598_6982734d46.jpg,A dog is running through a park,train
3255732353_fbc487aefc.jpg,Two young kids wearing winter coats play in the snow .,train
3464871350_3f2d624a9c.jpg,A race car driver with an orange helmet sits in a team Penske Indy car at the raceway .,train
3656030945_fa003bd696.jpg,A few puppies get washed in the tub .,train
574274795_57e0834e7d.jpg,"A dog runs through grass , while a Frisbee flies through the air .",train
2465691083_894fc48af6.jpg,A large black and tan dog is coming out of the water .,train
3203878596_cbb307ce3b.jpg,Two dogs playing in the snow .,train
2695085862_2ed62df354.jpg,a man with a pierced ear is wearing a black shirt .,train
3689975998_72f50b6d91.jpg,An asian girl is running outside .,train
2875583266_4da13ae12d.jpg,A race motorcycle takes a sharp turn on the track .,train
3524914023_4e96edb09f.jpg,A boy is getting ready to play baseball .,train
3231575742_31732664cf.jpg,Person in a racing ski outfit and a helmet is skiing while in a squat position .,train
2937497894_e3664a9513.jpg,person on snowboard in the air doing a jump,train
2483792149_a9b4ffecec.jpg,A blonde woman is standing in the middle of a field of tall pink flowers .,train
3235542079_2fcf4951a1.jpg,A man in a prison suit is snowboarding .,train
2921430836_3b4d062238.jpg,A group of people playing football form a big pile .,train
241347547_902725b9f8.jpg,A man surrounded by football players .,train
2644430445_47c985a2ee.jpg,A girl in a red shirt takes a picture on a phone .,train
2039457436_fc30f5e1ce.jpg,A woman climbing a barbed wire fence .,train
1388346434_524d0b6dfa.jpg,A man with grey hair and a plaid shirt looks out over a balcony .,train
2089426086_7acc98a3a8.jpg,A girl in a hood jacket holds a birthday cake with many candles .,train
1295669416_21cabf594d.jpg,A girl wearing a red and black striped shirt is sitting on a brick wall near a flower garden .,train
191003287_2915c11d8e.jpg,A man in a black shirt and his little girl wearing orange are sharing a treat .,train
3240558825_cd859d6230.jpg,People are gathered on a platform in water for a ceremony .,train
1469000260_5d473c8283.jpg,A large tan dog sits on the edge of the woods .,train
1517721825_10176d0683.jpg,"Three dogs run through surf , near rocky outcrop .",train
1160441615_fe6b3c5277.jpg,Three girls are walking across a bridge covered with wood and surrounded by trees .,train
3415646718_f9f4e23a66.jpg,There is a man with a white cowboy hat riding a bull .,train
3547000169_40191e02ca.jpg,Three men seated looking through glass accented by green light,train
2452686995_621878f561.jpg,A waterfall splashes into a pool at the bottom of a steep grassy hill .,train
2578003921_e23b78e85f.jpg,The person in the red is on a bike .,train
3148571800_c5515e6c3d.jpg,A man holds a stick while a stream of fire erupts from the end of it .,train
2448210587_9fe7ea5f42.jpg,A woman and a dog sit on a tree stump .,train
3356901257_83811a19eb.jpg,A dog playing ball in the sand .,train
3294952558_96bb8c8cf3.jpg,A brown dog is fetching a stick in a country setting .,train
2100046085_69b59b6645.jpg,two white dogs drinking out of a stream,train
380034515_4fbdfa6b26.jpg,"A short , furry dog stands on a brick floor in front of a group of potted plants .",train
2579899436_5086a33c7a.jpg,A boy wearing a birthday hat plays in a puddle .,train
239807547_4923efc821.jpg,Two dogs playing next to rocks .,train
3028969146_26929ae0e8.jpg,The white dog is wearing orange clothing and running through the grass .,train
3174713468_e22fa7779e.jpg,The woman places a ball into the jumping dog 's mouth .,train
576093768_e78f91c176.jpg,Four boys are shown in a house playing and all wear t-shirts .,train
1499554025_a8ffe0e479.jpg,A group of people in white stand with white goats .,train
3323528927_7b21081271.jpg,A young boy jumping,train
416992999_654a99a903.jpg,Young woman climbing rock face,train
247618600_239eeac405.jpg,A young woman is laying in the sun with her face covered by a purple scarf .,train
3386893620_5f0bb4e794.jpg,An old woman with pink sunglasses is holding two magazines in a busy street .,train
3402638444_dab914a3de.jpg,Several young adults posing dramatically on a subway car .,train
3353400143_8b9543f7dc.jpg,A motorcyclist in yellow .,train
3295680663_af21ea648b.jpg,A person on a bicycle moving across the top of a train .,train
2432709509_2a4d0c833f.jpg,A child is crying in a low cut field with a drainage pipe nearby .,train
349889354_4b2889a9bd.jpg,"A person on what appears to be a surfboard , rides the waves onto shore .",train
3498240367_cbd8c6efbf.jpg,Two children stick their head in holes of cardboard scenery .,train
1119015538_e8e796281e.jpg,The small dog is running across the lawn .,train
3380519003_9f91d5a7fb.jpg,The small dog is chasing a ball .,train
3656225270_cdf89e3240.jpg,A girl is playing on a swing .,train
3628994466_a12065d29b.jpg,A winner gets a trophy .,train
632251903_b36701a5e9.jpg,A man jumping off of rocks into a pool of water .,train
420355149_f2076770df.jpg,A small child in a pretend car .,train
3210419174_d083a16f77.jpg,some people at a part gather to take a picture,train
3296584432_bef3c965a3.jpg,A man playing fetch with his dog on a beach .,train
3584829998_25e59fdef3.jpg,The dogs are playing at the baseball field .,train
2862509442_4f5dc96dca.jpg,A group of people watch a drag race at the beginning and see the fire from the cars .,train
108899015_bf36131a57.jpg,Skiiers at the top of a snow covered hill .,train
3387661249_33e5ba0bc5.jpg,A horse and dog look at each other in a field .,train
3397310901_cbef5c06ef.jpg,A man performs a bike trick on a ramp .,train
357725852_6f55cb9abc.jpg,"The two people are on the end of the dock with a boat behind them , and they are surrounded by water .",train
3474985382_26e1560338.jpg,A man in a yellow outfit racing his bike in the wilderness .,train
3396157719_6807d52a81.jpg,A brown and white dog on a trampoline with a forest in the background .,train
539493431_744eb1abaa.jpg,Man throws flames outside .,train
3319177177_130a72b8ae.jpg,A skateboarder doing a trick in front of a ramp with three people in the background .,train
2451285022_59255e7fd9.jpg,a man standing behind a black dog with a red collar,train
3024172109_a10198e1dd.jpg,A boy in a striped shirt and hat does tricks on the steps .,train
1433142189_cda8652603.jpg,A man with a big backpack is walking through a grass trail up a hill .,train
3016178284_ec50a09e8c.jpg,Boy in a helmet riding his bike in a marathon .,train
1904112245_549e47c8aa.jpg,A medium sized dog sniffing in a forest,train
3581818450_546c89ca38.jpg,A brown dog is running through green grass .,train
1363924449_487f0733df.jpg,A boy holds his hands on his head .,train
3649916507_b88a3d2082.jpg,Closeup perspective of a bicycle wheel being ridden by someone,train
2272548482_0b4aec5cdd.jpg,A young boy plays basketball while a few people behind him look on .,train
3636796219_9916c0465a.jpg,Teenagers playing baseball .,train
3631344685_ed0f3e091b.jpg,An ump in black watches a baseball game .,train
684375286_09cc1aa778.jpg,A small dog playing tug with a larger dog,train
2097403787_77a154f5b9.jpg,The person is standing by the water in front of the snow topped mountains .,train
3076052114_233f42ae5b.jpg,two dogs are walking through a sheep field .,train
405253184_5f611f3880.jpg,Two dogs are laying in the snow with their mouths open .,train
3087485737_cb09bc80b6.jpg,A man wearing a blue bathing suit stands on a red surfboard at the beach .,train
2346772831_b2748ba1f0.jpg,A woman wearing a backpack leans down to speak with a young child .,train
3320356356_1497e53f80.jpg,man climbing a rock,train
2366421102_2d60d53a0e.jpg,a girl wearing pink pulls weeds .,train
316833109_6500b526dc.jpg,A brown dog is running across the yard with its toy in its mouth .,train
1463638541_c02cfa04dc.jpg,A person is climbing and has nearly reached the sign at the top,train
2578003921_e23b78e85f.jpg,Biker riding through the forest .,train
2949880800_ca9a1bb7e6.jpg,Two young girls in a lake talking to each other .,train
3293642024_e136b74a55.jpg,A man wearing a blue wetsuit is wakeboarding through a big wave .,train
451326127_2d95a2e1c2.jpg,a dog jumping over a fallen tree in the forest,train
3085226474_62aba51179.jpg,Women who look alike are performing on a stage .,train
424307754_1e2f44d265.jpg,"The man is standing next to a dog , while the dog jumps in the air .",train
3042679440_010b2c596c.jpg,Blurry people walking in the city at night .,train
3673970325_4e025069e9.jpg,A girl kneels down by a rows of candles .,train
575636303_b0b8fd4eee.jpg,Many children walk together on a dirt path .,train
1056359656_662cee0814.jpg,A young girl sits on a seat and looks at a train pamphlet .,train
3175712926_5a470d0886.jpg,A large bird is in mid flight .,train
2805822564_6dee48e506.jpg,A young girl plays in the sand on a beach .,train
3184206563_5435f2b494.jpg,A woman in a blue shirt runs through a field of dry grass .,train
3426966595_c8c4e1e872.jpg,Four boys playing a game with a soccer ball in front of a large set of ornate doors .,train
1478606153_a7163bf899.jpg,A brown and white dog is running through woodland .,train
808245064_8a7971fc5b.jpg,A man with glasses smokes a cigarette .,train
3637013_c675de7705.jpg,Two people stand by the water .,train
2660480624_45f88b3022.jpg,Two women posing next to the Redbull car .,train
3199460792_deef518c01.jpg,Two dogs are competing for an object in one 's mouth nearby a beach .,train
2061927950_dafba5b8a3.jpg,A woman and a man holding a child sit on steps .,train
3286406057_a1668655af.jpg,Two girls with red shirts tied at their waists are laughing while looking down .,train
496129405_b9feeda1ab.jpg,The three dogs are playing with each other .,train
72218201_e0e9c7d65b.jpg,A group of children run a footrace in the snow .,train
716597900_b72c58362c.jpg,A woman is walking along the beach with three children following behind her .,train
3135504530_0f4130d8f8.jpg,two asian girls laughing together,train
297285273_688e44c014.jpg,Three children exploring the rocky shoreline near a riverboat .,train
2113530024_5bc6a90e42.jpg,A goalie tries to catch a ball during a soccer game .,train
508432819_3d055f395d.jpg,An off road vehicle climbs over a dirt hill .,train
3356748019_2251399314.jpg,Three riders wearing black jerseys jump their BMX bikes into the air .,train
351876121_c7c0221928.jpg,A dog and cat are snuggling up during a nap .,train
571130875_30051ac02d.jpg,A group of girls in pink formal gowns stand in a line in front of a crowd .,train
3221036999_3f7b152d8a.jpg,Skateboarder flying over ramp outside .,train
1982852140_56425fa7a2.jpg,two people running on the shore of a beach,train
3729405438_6e79077ab2.jpg,A trick bicyclist grinds down a handrail .,train
2282522980_45cfa8e0cf.jpg,Two dogs enjoy playing in the cold of the snow .,train
3352697012_751b079bbb.jpg,Two blonde female wrestlers in the ring .,train
2327088022_478dbd2c17.jpg,A mountain climber wearing an orange helmet swings his Axe .,train
2273799395_5072a5736d.jpg,Quite a few hikers walk through the snow with their gear .,train
2085557551_7a88d01d4e.jpg,a girl in a tan shirt holding up a fork and knife in one hand and a pot in the other,train
2196107384_361d73a170.jpg,A man wearing a black hat walks along a road next to a building .,train
2165461920_1a4144eb2b.jpg,Four muzzled black and white dogs racing over a jump .,train
3272071680_648a99f7d2.jpg,A man in a beret and thin mustache gestures to two women in conversation .,train
3234401637_84e0d14414.jpg,Two children on bikes riding on a desolate street near water and a streetlamp .,train
2100735137_05c6079537.jpg,A young girl plays on a colorful toy outside .,train
3576840040_9356b5b10a.jpg,A person in a green and white suit does tricks midair on a black bike .,train
441921713_1cafc7d7d2.jpg,Gloved man holding a bird of prey .,train
2053441349_a98b5fc742.jpg,The brown dog walks through the flowers .,train
2840344516_8e15fe2668.jpg,An orange boat leaves the shore while a person watches nearby .,train
2867736861_43c9487a65.jpg,Yellow dog catches ball in shallow waters .,train
2439813616_c9ac54cc9f.jpg,its a distorted lens ( almost fish eye ) of a teenage boy skateboarding on a concrete block .,train
3088677667_4a8befb70e.jpg,"A crowd of people , some of which are wearing surgical masks .",train
2404520067_87798dbaee.jpg,The dog runs through the field .,train
2387197355_237f6f41ee.jpg,A group of people are partying at a masquerade party .,train
512026551_ba63ddbd31.jpg,A brown dog is climbing out of the water with a green ball in its mouth .,train
1142283988_6b227c5231.jpg,"Blond embracing young man in pink costume , at event",train
3558251719_3af5ae2d02.jpg,A brown dog is standing on his back legs trying to reach something in the mans hand .,train
3171250845_5ae0d2a8bc.jpg,A boy in a yellow and black coat playing with brown dog .,train
3292277400_f95cdd13d1.jpg,Two Weimeraners in a field .,train
2831723637_30d4456665.jpg,Collie dog races around a pole .,train
3397220683_4aca010f86.jpg,The man is skiing in the snow with a large brown dog .,train
247619370_a01fb21dd3.jpg,A woman in a black shirt sitting on a red bench .,train
118309463_a532b75be9.jpg,Children sporting their Florida Dolphin caps .,train
2976684095_ce7ccfd423.jpg,A kid does a tumbling move over a leaf-covered lawn near sundown .,train
3411595210_8e0893b266.jpg,A yellow dog shaking off from a jump into a stream .,train
3469585782_e708496552.jpg,A girl in a red dress is surrounded by a lot of other people holding their hands up .,train
278559394_b23af734b9.jpg,A man stands with several people silhouetted against a blue sky,train
1417637704_572b4d6557.jpg,Two children with brown hair in a trunk of a car .,train
459814265_d48ba48978.jpg,"A big , shaggy dog runs in a field of dandylions .",train
2561849813_ff9caa52ac.jpg,The baby sits on the sand in the front of the scene while the ocean is in the distance .,train
2436398074_8737f40869.jpg,A black dog is being squirted with a jet of water .,train
3125158798_0743dae56e.jpg,"A man and a woman with a red book , both dressed in black .",train
72218201_e0e9c7d65b.jpg,The children are running in the snow with fences in the background .,train
2439031566_2e0c0d3550.jpg,Two people ride together on a black motorcycle .,train
2181846120_3744ca3942.jpg,A dog sits with its paws on a laptop computer .,train
2574509968_e4692ae169.jpg,The woman sips her drink on the sidewalk .,train
2219805467_370ee1b7aa.jpg,a dog runs in the water with a tennis ball in its mouth .,train
1975171469_84e425f61b.jpg,A young child plays an arcade game .,train
2172493537_128bc8b187.jpg,The three children are playing in a fountain .,train
2597308074_acacc12e1b.jpg,Boy flings mud at girl,train
3632047678_f202609e50.jpg,A group of teenagers sitting in the hall at school .,train
1713248047_d03721456d.jpg,Three dogs in a field .,train
2402793046_3385554e81.jpg,The boy is climbing up a rope ladder .,train
3352871762_c9e88592d3.jpg,A girl with a cigarette in hand and a guy with a green hat wave at the camera .,train
3132760860_3e743a935d.jpg,"Waterskier holding line , mid-jump and almost turned upside down .",train
3432634159_1eb9a73306.jpg,A woman in a headscarf sits near children in a box decorated with flowers and balloons .,train
2587106431_1cc0e719c6.jpg,Three young boys wearing school uniforms pose and smile for the camera .,train
3425756814_13909354d4.jpg,A man in a sleeveless blue tennis shirt blows kisses to the fans .,train
2129430111_338a94f8fb.jpg,A backpacker is walking in front of a mountain with arms crossed .,train
318070878_92ead85868.jpg,A young woman carries a lot of colorful scarves on the beach .,train
441921713_1cafc7d7d2.jpg,A man holds a falcon on his arm .,train
3615730936_23457575e9.jpg,A rider on a dirt bike races through a forest .,train
2596876977_b61ee7ee78.jpg,A woman floats with her face out of water in a pool with another woman nearby posing for the camera .,train
3459492423_c881f12c9f.jpg,A man wearing orange pants climbs a rock .,train
2579899436_5086a33c7a.jpg,A young kid is jumping in a puddle .,train
947969010_f1ea572e89.jpg,"A black dog with a brown muzzle next to a body of water , shaking off water with a stick in its mouth .",train
3650986674_3e101c606b.jpg,two dogs running on the beach,train
1564614124_0ee6799935.jpg,A girl with the sun behind her plays with some jewelry .,train
2192411521_9c7e488c5e.jpg,A man bicycles down the street and points his finger,train
315021440_122d56ebd7.jpg,The two dogs are running toward the camera .,train
3085667865_fa001816be.jpg,A surfer is in the air above the ocean .,train
3329289652_e09b80e2f3.jpg,The boys are playing with Legos .,train
487487795_54705c406e.jpg,A black and brown dog is playing with a brown and white dog .,train
3497485793_e36c1d2779.jpg,Two young women with a large piece of paper .,train
55473406_1d2271c1f2.jpg,mountain climber in a red suit poses on snowy peak with mountains in the background,train
3209350613_eb86579ee8.jpg,A young man is jumping in the air with his skateboard .,train
2928835996_88b9f9503d.jpg,Many people stand with their hands raised .,train
3560891822_7d4c1e3580.jpg,The boy is sliding down the ramp on a skateboard .,train
3375070563_3c290a7991.jpg,A white birds lands swiftly in the water .,train
3534183988_3763593dfb.jpg,A man wearing a pirate hat and eyepatch smiles at the camera .,train
3192069971_83c5a90b4c.jpg,A boy with a blue helmet plays on his bicycle .,train
3547600292_6f8aac7f2e.jpg,A brown bird is standing still in a grassy field .,train
457875937_982588d918.jpg,Two dogs run through a field of grass,train
3143574389_8a4048fbe2.jpg,"A crowd is watching a performance in a dark venue , and one man is taking a photo .",train
389643437_9a9830a3ba.jpg,Two girls sitting in the grass wearing hats eat snacks .,train
2480820830_bdec1f5b76.jpg,Two black dogs run into the white waves on a beach .,train
3724487641_d2096f10e5.jpg,two young boys competing in a race .,train
3675742996_02ccef16a3.jpg,"The blonde little girl picks flowers in a field , wearing a white dress with flowers on it .",train
2836360729_6500249fe6.jpg,A woman is sitting at the beach covered by a lot of seaweed .,train
3107368071_724613fc4f.jpg,an audience of children are smiling and pointing,train
2650485780_29d89268d7.jpg,a group of young children performing song and playing instruments .,train
2868324804_5cc8030484.jpg,Three dark haired little girls running across a field .,train
3490867290_13bcd3a7f0.jpg,"Two women in India , sitting near an ox .",train
3005124440_c096b310fb.jpg,Three people with political signs .,train
2901880865_3fd7b66a45.jpg,A surfer jumps a wave .,train
140377584_12bdbdf2f8.jpg,A man rock-climbing,train
241346923_18bd84bea4.jpg,A player has the football as a crowd in red and white watches,train
482088914_e6ea4501e9.jpg,A man is kayaking in rough water .,train
3155451946_c0862c70cb.jpg,Three men are playing basketball .,train
430173345_86388d8822.jpg,A brown dog possessively grabs a purple Frisbee in a field .,train
2853205396_4fbe8d7a73.jpg,A white and black dog leaps into water .,train
3501936223_6122a13d27.jpg,A skier skiing down a large mountain,train
241345844_69e1c22464.jpg,The coaching official and football player are talking in front a crowd and other team members .,train
2782480767_064c95eff2.jpg,A girl is about to emerge from a swimming pool .,train
2744690159_fe2c89e55b.jpg,Three brown dogs are in the water .,train
2866529477_7e0c053ebc.jpg,A boy wearing a swimming cap and goggles running through water with another child swimming behind him .,train
3315616181_15dd137e27.jpg,Someone climbs an indoor climbing wall .,train
3670907052_c827593564.jpg,A dirt biker flies through the air .,train
2766148353_70b2e8070f.jpg,A man with a piercing and a rainbow colored Mohawk is looking off camera .,train
2721656220_5f4cda8bc1.jpg,A woman holds a drink and smiles .,train
2713897716_c8cd610360.jpg,A black and white dog playing with a broken volleyball,train
2702506716_17a7fb3ba4.jpg,A dog sticking his head out from under some grey stairs .,train
2759596272_e0ce0a965a.jpg,A young girl jumps off her swing in front of building .,train
3627290893_561e176e80.jpg,A group of people playing guitars and singing .,train
2929272606_2a5923b38e.jpg,A little girl in a blue shirt is pointing at the water on the beach .,train
3636632926_09f39f2629.jpg,Two children follow a man down a city street .,train
3658016590_f761e72dc3.jpg,A brown horse is in a wierd pose while galloping outside .,train
223299142_521aedf9e7.jpg,A man among steep and snowy mountains .,train
247619370_a01fb21dd3.jpg,The woman in the brown shirt is sitting on a bright red bench .,train
2813992915_f732cf8539.jpg,A man rides a yellow bike over a ramp while others watch .,train
244399048_8332bb3270.jpg,A blurry dog inside on a carpet .,train
2860035355_3fe7a5caa4.jpg,a man sits in the city at night .,train
495054019_3dee8a02f5.jpg,Three teenage boys are running towards an older man in a white shirt .,train
3149038044_c7c94688c6.jpg,Two boys playing flag football with purple jerseys .,train
307994435_592f933a6d.jpg,A man in a red jacket is holding a piece of paper while posing .,train
448257345_ce149c2ea6.jpg,Someone in a blue and white striped sweater is eating and the dog next to them is interested in their food .,train
453756106_711c20471a.jpg,"A large , brown , fluffy dog with a small white and brown dog on a dirt surface .",train
3525453732_f74a38f111.jpg,A bird flies low with its wings spread .,train
2354792215_eef2bdc753.jpg,"Children playing soccer , one in the process of kicking the ball .",train
3132832452_c354c6396c.jpg,Three little girls looking at a baby that a man is holding on his lap,train
3277824093_299cbb3138.jpg,Man in blue hat and blue and black striped shirt doing skateboarding trick on rock .,train
2902844125_4186bf3ab6.jpg,a skateboarder grinds a red rail .,train
3159641529_c2c74f3eaf.jpg,The dog in a red collar runs in the grass .,train
3573202338_f43dd22d28.jpg,Two girls playing on the,train
3432586199_e50b0d6cb7.jpg,A child wearing a red coat and cap is holding a large chunk of snow .,train
514222285_aa0c8d05b7.jpg,A little girl in pink is skiing .,train
1087168168_70280d024a.jpg,A boy is jumping on an inflatable ring and a girl is watching him,train
294353408_d459bdaa68.jpg,the dog is jumping on to the couch,train
3631986552_944ea208fc.jpg,A surfer in water and foam .,train
2185793891_5a5e903ca6.jpg,a little baby cries in his moms arms .,train
380527679_574749123d.jpg,People shopping at a fruit stand .,train
2446601467_a35841cb1d.jpg,A baby looks out over the edge of its playpen .,train
2855910826_d075845288.jpg,Two football players are tackling an opposing football player with a referee nearby .,train
2795866891_7559fd8422.jpg,A boy in shorts doing a skateboard trick .,train
472535997_0dbf42b9f3.jpg,two african toddlers dressed in pink are playing in a sparsely decorated kitchen .,train
461505235_590102a5bf.jpg,A mountain climber hangs from a cliff above the ocean .,train
2043427251_83b746da8e.jpg,a man jumping in a mud puddle in the middle of the street,train
3259225196_750c4ce0f9.jpg,two women are watching a monitor screen outside in a city street .,train
55470226_52ff517151.jpg,A mountain climber stops for a drink .,train
3295680663_af21ea648b.jpg,A man jumps train cars with his bike .,train
1287073593_f3d2a62455.jpg,The man is mushing his dogs on a snow trail,train
2109911919_af45b93ef3.jpg,A climber with a backpack accends a snow covered mountain .,train
3618504267_d7eaa495d0.jpg,A man is encouraging a small white dog to stand on its hind legs in a dog show .,train
1132772170_600610c5df.jpg,A young child jumping on the bed as a man looks the other way .,train
888517718_3d5b4b7b43.jpg,German Shepherd standing up snapping at droplets of water,train
2646116932_232573f030.jpg,A young boy in a striped shirt is leaning against a tree while another child sits at a picnic table .,train
2489602993_896c1ea40a.jpg,A motorcyclist on a number 52 bike leans in for a sharp turn .,train
3454199170_ae26917dcd.jpg,"Two men , one in grey and one in orange , and two dogs in front of several vehicles .",train
313326614_b2adbe59e0.jpg,a man in a red shirt at the top of a set of stairs with arena lights on in the background,train
2327240505_e73cc73246.jpg,A young boy is draping a toy over a young girl on a skateboard .,train
2109370875_05241bdda7.jpg,A person wearing a blue hat takes a photo in the snow .,train
3230132205_dccfafa5ee.jpg,A man is a black ninja suit with a mask is playing a guitar .,train
2303426046_09cfd7bc4e.jpg,A dog jumps high while outside .,train
3458215674_2aa5e64643.jpg,A couple of people are riding ATV 's on a dirt track .,train
3711664623_ef87105ea7.jpg,"A woman , man , and two children .",train
171488318_fb26af58e2.jpg,A dog walking along a cracked and ashen surface .,train
3250076419_eb3de15063.jpg,three dogs run together .,train
2896668718_0c3cff910f.jpg,Two football players are getting ready to tackle each other,train
2206403470_8c25aa3cf8.jpg,The young boy listens to the elderly gentleman playing violin at the park .,train
251586160_a31b187a37.jpg,Black dog running while man looks on .,train
3621329299_6fb3f2935c.jpg,A boy in a blue shirt is mountain biking on a track and catching air .,train
2648310638_d6c576b5e4.jpg,The woman in the white hat and blue shorts is jogging in the bicycle lane on a mountain road .,train
3106883334_419f3fb16f.jpg,Two brown dogs are running through a grassy area .,train
483039719_75181b2726.jpg,a young man wearing a grey and black shirt and a white headband,train
2263655670_517890f5b7.jpg,Two dogs run and play in the long dry grass .,train
1461667284_041c8a2475.jpg,A guitarist plays while people play with hula-hoops in the background .,train
2525716531_e6dedee421.jpg,A man in a safety suit training a police German Shephard .,train
3679407035_708774de34.jpg,"There is a man who is wearing a shredded blue shirt that reads , "" Boys Will Do Boys , "" waving at the camera .",train
2504764590_cf017c2a6e.jpg,"A man is standing at edge of a pond , with two dogs and is throwing a branch is water .",train
3062273350_fd66106f21.jpg,a group of old men walking down the street,train
3621329299_6fb3f2935c.jpg,A person on a bike rides through a dirt course near the water .,train
2735290454_1bd8bc5eac.jpg,Black dog sitting while eating with neon yellow band around shoulders .,train
241347243_c751557497.jpg,Oklahoma Sooner football players on the field .,train
2720985888_8f5920e8cf.jpg,A smiling little blonde girl holds stands in a play structure and holds a green toy .,train
1351315701_6580b51c41.jpg,"Two dogs racing in a field , with people looking on .",train
2561295656_4f21fba209.jpg,"Swimmer wearing goggles , in water .",train
2473738924_eca928d12f.jpg,Two little girls spar in a Karate bout .,train
3046286572_d2050ab0d9.jpg,A man in a brown shirt and jeans is doing a trick on his bicycle .,train
3213395965_2a823c6865.jpg,The woman is walking through the snow and trying to light a cigarette .,train
2578289278_01516d23a0.jpg,Cowboy in blue and red pants getting bucked off a horse .,train
268654674_d29e00b3d0.jpg,The couple pushed the strollers across the wood bridge and the dogs followed .,train
2744321686_8811d8428c.jpg,A man in a blue shirt reads a paper behind a broken seat .,train
3448490813_f9623e864d.jpg,A small boy wearing glasses and a hat is looking at something and smiling .,train
3349307529_c1a516b9dc.jpg,Someone skiing down an empty mountain .,train
2308271254_27fb466eb4.jpg,Two dogs playing on the shore .,train
3490874218_babb404b39.jpg,A mountain biker in a green shirt is suspended in the air .,train
496129405_b9feeda1ab.jpg,Three dogs play in the grass .,train
3288839246_fdb00395ae.jpg,A climber in a red shirt is secured by a rope as he looks down a crevasse .,train
436608339_f1d1298770.jpg,An Asian couple are standing by a fantasy poster .,train
361183669_52be9662b9.jpg,People on a boat carrying equipment .,train
2911552402_5166bc173b.jpg,"A man stands on the front wheel of his bicycle , doing a trick .",train
3134385454_4f1d55333f.jpg,A girl jumps into a swimming pool with a guy in black .,train
395461421_c586b136de.jpg,Four kids jumping on the street with a blue car in the back .,train
3470129475_9e58b6742c.jpg,A man on a BMX bike in midair,train
2708634088_a4686be24c.jpg,Two large dogs bound through a field .,train
3397803103_8a46d716f4.jpg,A dog playing in the snow with a white ball .,train
3382303178_69b6d1bdd2.jpg,A boy is riding a skateboard down a slope that leads from a bridge to the street below .,train
3440160917_4524cfd9f6.jpg,The child is carrying a basket of colored eggs and bending over with an egg in his hand .,train
2162469360_ff777edc95.jpg,A worker in a blue hard-hat looks on as another man works,train
3178300150_d4605ff02c.jpg,A pro basketball player in a white Miami uniform makes a defensive move .,train
3124964754_2e8a98fb09.jpg,Man does a skateboard trick on green barrel .,train
1316247213_1d2c726dd5.jpg,A young girl wearing a snoopy hat and purple shirt stands smiling .,train
3714551959_66ece78f27.jpg,A snowboarder in green is balancing on a wodden bench .,train
3291587911_81fc33300e.jpg,A German shepherd biting the protected arm of an attack trainer .,train
3222055946_45f7293bb2.jpg,The basketball player in white is dribbling the ball towards the player in black .,train
